tmmx (K),rmin (%),vs (m/s),vpd (kPa),pr (mm),pet (mm),erc (-),fm100 (%),fm1000 (%),th (Degrees clockwise from north),Drought (mm),Drought_30days,Drought_90days,month,cumsum,days_since_rain,santa_ana_flag,slope,aspect,label,fire_name,lat,lon,date,ndvi
297.6,11.7,6.2,1.51,0.0,5.8,57.0,12.1,11.1,357.0,-5.8,-126.70000088214874,-525.0000015497208,10,2,2,False,0.033011122655661015,128.94145252521074,1,GLADDING,34.412823311130786,-118.51800426673547,2012-10-25,0.23662069442249958
306.4,15.7,2.7,2.29,0.0,7.1,69.0,8.6,9.4,187.0,-7.1,-209.60000085830688,-569.4000012874603,7,6,84,False,0.1686345338270199,257.8625253453049,1,OLIVEVIEW,34.33295002976837,-118.43659902780962,2012-07-24,0.335114976599064
298.6,12.7,3.4,1.61,0.0,4.3,73.0,8.1,8.4,172.0,-4.3,-78.90000069141388,-214.40000021457672,2,8,17,False,0.015761402486303176,316.69324784914033,1,MARTINEZ,34.43654312132348,-118.70326643243857,2012-02-09,0.3873293632145326
302.3,16.7,4.9,2.1,0.0,5.9,65.0,8.9,9.8,342.0,-5.9,-122.0000011920929,-440.7000024318695,10,2,3,False,0.0712374740593288,101.44962852349083,1,MULHOLLAND,34.08529250877715,-118.91209624147923,2012-10-26,0.5207144115323853
292.6,32.7,3.8,1.03,0.0,3.4,48.0,11.5,13.1,327.0,-3.4,-39.9000004529953,-129.09999918937683,1,12,3,False,0.06652083219707688,214.19701470416496,1,CASTLE ROCK,33.37618256549355,-118.39593132514861,2012-01-26,0.49330965735163446
308.0,11.3,2.7,2.9,0.0,7.8,78.0,6.4,8.3,237.0,-7.8,-199.40000009536743,-375.0999993085861,6,11,36,False,0.09129234714255899,226.49552105417197,1,ESCONDIDO,34.48678984943178,-118.2864318347576,2012-06-01,0.270630927041169
298.7,5.6,2.5,1.77,0.0,4.4,55.0,10.7,12.8,151.0,-4.4,-68.299999833107,-173.2999986410141,3,14,4,False,0.02635941504619734,228.7558099870877,1,VANTAGE POINTE,33.95615322582097,-117.89724824921988,2012-03-03,0.44761245728732546
311.3,15.4,3.1,3.46,0.6,7.5,63.0,5.9,6.9,218.0,-6.9,-181.0999984741211,-615.4999980926514,8,5,27,False,0.06768359543936697,82.58192985390215,1,OASIS,34.43551080845124,-117.66974742579336,2011-08-27,0.2522291553133515
308.8,10.5,2.6,3.09,0.0,6.6,87.0,5.0,6.7,302.0,-6.6,-210.59999990463257,-622.9999995231628,9,3,110,False,0.058316966784533776,261.37627845190053,1,WAGON,34.490926229728174,-118.34957531017834,2011-09-05,0.2771345484705464
296.6,27.1,8.4,1.22,0.0,7.2,63.0,8.1,10.3,246.0,-7.2,-174.0999994277954,-323.0999994277954,5,18,10,False,0.02279111098235779,62.79715671804484,1,RANGE,34.76925673186123,-118.55947785172161,2011-05-28,0.26966180489731445
309.9,7.0,2.4,3.53,0.0,6.0,92.0,5.0,6.0,4.0,-6.0,-206.60000133514404,-738.3000020980835,9,2,9,False,0.004478882554483569,11.603872168723024,1,LIGHTNING,34.7784502979796,-118.34192799110042,2011-09-23,0.23702993423001717
294.3,51.9,2.6,0.85,0.0,5.2,40.0,12.4,14.8,318.0,-5.2,-120.9999988079071,-161.90000081062317,5,13,36,False,0.13768902843276146,146.2096272088979,1,BANNING,33.433100082360355,-118.49688262280519,2011-05-02,0.4579371184094627
314.7,12.5,2.8,4.19,0.0,7.7,93.0,5.2,5.4,218.0,-7.7,-245.3000020980835,-743.5000038146973,8,1,28,False,0.0064008048883695415,99.8575444570875,1,EAST,34.70132476671926,-117.97365221933671,2011-08-27,0.22979569166370492
312.2,10.5,3.2,3.72,0.0,9.0,81.0,5.7,8.0,246.0,-9.0,-229.10000085830688,-575.5000011920929,6,6,89,False,0.008000585960029541,127.97953983846462,1,RIVERBED,34.570811543559934,-117.87072330990533,2011-06-22,0.1874210154228954
309.2,7.0,2.1,3.49,0.4,5.6,90.0,4.9,6.3,40.0,-5.2,-190.19999885559082,-691.5999970436096,9,3,9,False,0.05358128262559115,346.38526098099214,1,PARK,34.740396799096644,-118.37362024332595,2011-09-23,0.25306909679712475
312.1,10.1,2.7,3.93,0.0,8.5,84.0,5.6,7.2,232.0,-8.5,-239.5,-565.899999499321,7,9,85,False,0.00961787154580213,62.85565178586236,1,CHARLIE,34.79079407826121,-118.45100115446718,2011-07-02,0.24235302632358457
301.6,8.8,1.7,2.06,0.0,5.7,69.0,5.8,10.7,328.0,-5.7,-150.80000042915344,-228.3000020980835,5,14,25,False,0.0035545321526781032,337.6553534547836,1,INDIA,34.70634809012305,-118.27534218433469,2011-05-03,0.33873882427282226
305.7,27.7,3.2,1.89,0.0,7.4,54.0,9.3,12.4,202.0,-7.4,-172.99999952316284,-438.9999978542328,6,13,36,False,0.07429387595751479,255.95239500911708,1,HUGHES,34.48187997058012,-118.24679073310668,2011-06-23,0.2829958828640259
310.2,11.8,3.9,3.43,0.0,8.0,94.0,4.9,5.1,247.0,-8.0,-247.90000200271606,-752.5000009536743,9,4,102,False,0.013125727274105187,33.30461399520293,1,NEENACH,34.79082073566985,-118.55161810800264,2011-09-08,0.22609227624614886
308.6,4.0,3.5,3.43,0.0,7.8,99.0,4.0,5.1,219.0,-7.8,-243.89999914169312,-713.8999991416931,9,0,120,False,0.058971388985078706,72.70894070821379,1,LANCASTER,34.67691614981118,-118.33928286266108,2011-09-02,0.2789132411886661
307.4,27.9,3.3,1.91,0.0,7.4,55.0,12.0,11.2,208.0,-7.4,-206.80000114440918,-496.40000009536743,7,10,52,False,0.006321736079856653,58.76534587970158,1,EMMA,34.46497064959169,-118.33010163847868,2011-07-09,0.2540047788309637
296.8,24.2,6.4,1.29,0.0,7.0,65.0,9.0,9.6,244.0,-7.0,-188.10000038146973,-384.299999833107,5,12,45,False,0.004878762320770305,132.38509793907505,1,EAST,34.73622579327913,-118.00302353482418,2011-05-23,0.2689866677197694
310.8,7.0,3.3,3.59,0.0,8.0,94.0,4.9,5.5,222.0,-8.0,-248.60000085830688,-738.7999997138977,8,1,23,False,0.006326430266641139,121.30468555518088,1,PERKINS,34.69395948584442,-118.03591467216015,2011-08-22,0.23003691599857828
309.1,18.1,4.0,2.74,0.0,8.4,86.0,5.9,6.2,215.0,-8.4,-254.80000066757202,-695.0000009536743,7,2,21,False,0.051147377601166284,129.1942193883461,1,NORTH,34.6915643701496,-117.7982754733997,2011-07-27,0.16543781867730412
308.0,10.7,3.5,2.96,0.0,8.1,87.0,5.3,6.7,220.0,-8.1,-229.89999961853027,-632.2000019550323,8,0,120,False,0.07068926795743376,72.90898590206525,1,PEAR,34.51957407562497,-118.1009110908493,2011-08-08,0.23808987144295912
312.1,11.5,3.9,3.8,0.0,8.8,93.0,4.9,5.5,235.0,-8.8,-256.40000343322754,-743.0000014305115,8,2,50,False,0.006045056911264107,355.72661528259385,1,LANCASTER,34.718953500729306,-118.27590411802821,2011-08-24,0.2504225421084848
309.8,12.5,2.4,3.37,0.0,6.8,86.0,5.6,6.8,220.0,-6.8,-208.40000009536743,-597.0000002384186,8,3,100,False,0.09930507917985089,224.31062957717816,1,SIERRA,34.504369905016006,-118.21924364664946,2011-08-26,0.24405003554783147
306.0,32.2,2.1,1.74,0.0,6.1,48.0,12.2,13.0,221.0,-6.1,-164.4000015258789,-459.3000009059906,7,9,50,False,0.0819669800090039,220.84127967730234,1,ENCINAL,34.09450482548726,-118.83895629015278,2011-07-07,0.6119860843980175
309.4,20.5,2.3,2.58,0.0,6.5,54.0,10.4,12.4,243.0,-6.5,-176.2000002861023,-513.6000008583069,8,3,98,False,0.017413678286961082,178.5177290862078,1,LAS VIRGENES,34.10197683405359,-118.71348426918324,2011-08-24,0.4658840284360188
307.3,19.1,3.3,2.5,0.0,7.4,56.0,9.6,12.2,284.0,-7.4,-165.69999885559082,-443.99999833106995,8,4,57,False,0.06696049085721431,288.4641113139163,1,FOOSE,34.06715782047875,-118.89069829585146,2011-08-02,0.5113096979991701
305.2,30.7,2.4,1.63,0.0,6.3,47.0,12.5,13.3,198.0,-6.3,-176.80000066757202,-474.2999999523163,7,9,53,False,0.10452509832933797,190.42794334235396,1,COLINA,34.08844883992992,-118.59612324942074,2011-07-10,0.6430808840084533
297.8,20.9,1.3,1.43,0.0,2.5,63.0,8.3,10.3,291.0,-2.5,-70.2000024318695,-367.10000133514404,10,1,26,False,0.0976149028079838,248.77127932440942,1,PIUMA,34.068121833619834,-118.67244326016245,2011-10-31,0.6051089390438955
295.4,25.4,3.8,1.19,0.0,3.5,42.0,10.5,16.1,180.0,-3.5,122.70000088214874,2.5000014901161194,1,21,11,False,0.10673902688934202,301.97901354580097,1,MALIBU BEACH,34.03364382602854,-118.74004026842753,2011-01-14,0.5901826351564969
305.1,12.9,3.7,2.57,0.0,7.9,89.0,5.0,6.3,211.0,-7.9,-238.9000015258789,-610.1000008583069,7,6,99,False,0.11249112253864026,13.429607879005285,1,CROWN,34.575564725974864,-118.2300976858463,2010-07-29,0.1816812211116818
311.8,19.0,4.9,3.55,0.0,10.1,86.0,5.8,6.2,242.0,-10.1,-263.30000162124634,-621.5000004768372,7,5,87,False,0.01579572416358083,43.1895193455198,1,NEENACH,34.77696972175494,-118.54363051989466,2010-07-17,0.2454118678541103
306.5,11.6,3.6,2.86,0.0,8.2,93.0,4.5,5.7,219.0,-8.2,-257.00000047683716,-642.1000022888184,7,7,99,False,0.02708069686317747,74.74206347062368,1,LANCASTER,34.746687996770696,-118.49864667515827,2010-07-29,0.24616957140035547
303.1,19.3,3.3,1.8,0.0,6.7,69.0,8.2,9.3,179.0,-6.7,-210.7999987602234,-560.9999994039536,8,2,110,False,0.02719512612979048,319.76064210160484,1,HASKELL,34.45759843652559,-118.5068964266392,2010-08-08,0.31808299502408943
305.9,19.5,2.4,2.14,0.0,6.8,64.0,9.2,10.1,233.0,-6.8,-202.0999994277954,-536.2999999523163,7,4,94,False,0.04794374830193278,152.58873358945414,1,NEWHALL,34.35804803950065,-118.551433096985,2010-07-23,0.4461780294652027
295.3,51.9,2.8,0.78,0.0,5.3,39.0,14.3,14.3,285.0,-5.3,-142.20000004768372,-346.399999499321,7,11,23,False,0.1852773901369972,39.747940276292034,1,ECHO LAKE,33.40576191576746,-118.39328554897787,2010-07-01,0.36388640358890045
304.6,27.4,2.5,1.66,0.0,6.1,48.0,13.4,12.8,169.0,-6.1,-185.7000012397766,-502.20000171661377,8,5,103,False,0.015788513370339062,121.13981780742687,1,MUREAU,34.15124007128274,-118.66345932967496,2010-08-01,0.4015081672952745
304.5,12.7,2.1,2.36,0.0,5.3,75.0,7.9,8.3,200.0,-5.3,-188.00000095367432,-568.5,9,1,109,False,0.143259847969548,269.12764060441987,1,TAMPA,34.30101059195904,-118.55904044961494,2010-09-13,0.309836270637491
301.3,34.0,2.4,1.23,0.0,5.8,42.0,13.8,14.5,179.0,-5.8,-160.0,-384.59999895095825,7,6,73,False,0.07908910216242754,176.08102089520105,1,LOST,34.12860856127709,-118.6973103490771,2010-07-02,0.3876956833395864
302.3,22.1,2.3,1.78,0.0,5.5,74.0,8.9,7.6,137.0,-5.5,-201.00000047683716,-583.0999999046326,8,0,120,False,0.03509879308114868,23.443678551441984,1,OAK,34.37879712616097,-118.58966767454747,2010-08-31,0.337148949281087
304.1,22.2,1.8,1.73,0.0,4.7,53.0,11.9,12.0,218.0,-4.7,-163.7999985218048,-517.1999986171722,9,0,120,False,0.07535624577305113,238.7374936030665,1,COLIMA,33.970196249250606,-117.99057093314408,2010-09-16,0.41696592412662686
297.5,16.9,4.4,1.47,0.0,6.9,72.0,6.3,9.4,243.0,-6.9,-174.2000002861023,-374.8000007867813,6,14,52,False,0.05884593938172592,146.0274174299386,1,QUAIL,34.76502464764248,-118.77380392576964,2010-06-19,0.31717958808893804
303.1,27.2,2.9,1.53,0.0,6.4,52.0,11.0,12.3,190.0,-6.4,-178.19999873638153,-414.49999725818634,6,9,65,False,0.021747493349199863,348.0459291466131,1,CALGROVE,34.34010931259759,-118.52251944858165,2010-06-25,0.4759315633577534
303.4,20.2,2.1,1.83,0.0,4.9,62.0,9.3,10.8,203.0,-4.9,-175.10000014305115,-536.3000028133392,9,0,120,False,0.06385720326518013,168.60845030249567,1,QUEENS,34.15570055077617,-118.68341129123739,2010-09-15,0.3401418784683138
300.8,20.6,2.9,1.51,0.0,6.3,57.0,9.1,12.0,196.0,-6.3,-173.10000085830688,-416.2000002861023,6,10,59,False,0.03185659749626801,185.68041412267073,1,RIVER,34.49620126149229,-118.61243924082208,2010-06-19,0.28835162901824496
303.4,36.4,2.7,1.26,0.0,5.9,44.0,14.1,13.7,164.0,-5.9,-173.80000066757202,-416.2000021934509,6,7,69,False,0.07130423309551293,93.50085750162673,1,OLIVE,34.14318784429009,-118.60991225555975,2010-06-28,0.44256630138609154
307.4,9.8,4.0,2.95,0.0,8.9,91.0,5.2,5.9,216.0,-8.9,-233.0,-513.4999998807907,5,9,67,False,0.013182469789380506,73.09172565208473,1,GRAVE,34.6722291226859,-118.26210594078857,2009-05-28,0.26753529318823693
298.9,45.7,2.3,1.02,0.0,4.9,47.0,12.0,12.6,253.0,-4.9,-148.80000066757202,-414.60000014305115,8,0,120,False,0.17196418565413385,232.77923916965142,1,PV,33.75214886664464,-118.35929283294124,2009-08-27,0.4278203260047226
297.2,14.5,5.8,1.26,0.0,6.8,87.0,6.5,5.9,222.0,-6.8,-253.6000018119812,-562.50000166893,6,10,74,False,0.003279976870613429,33.321313411889065,1,G,34.738400847462536,-118.28009937708946,2009-06-04,0.28931401125481293
306.4,9.7,2.4,2.84,0.0,4.5,75.0,5.4,9.5,198.0,-4.5,-90.39999985694885,-427.09999895095825,11,2,20,False,0.05212479157908482,57.875373603336655,1,DIAMOND,34.02329646925195,-117.7754145370243,2009-11-03,0.3219453104020219
308.1,8.2,2.7,3.17,0.0,7.9,82.0,4.9,8.2,223.0,-7.9,-175.80000066757202,-492.5000021457672,6,7,22,False,0.051030328031789585,358.48255372227874,1,STATE PARK,34.793950612977476,-118.86940197006261,2009-06-28,0.27498712104753814
309.6,6.5,5.0,3.51,0.0,10.3,92.0,4.1,6.4,221.0,-10.3,-215.5,-462.69999969005585,5,11,57,False,0.0033185824159330515,7.801169976670996,1,VALLEY,34.71222241269526,-118.23614847143644,2009-05-18,0.22384143991153574
306.3,8.0,1.9,3.09,0.0,5.0,97.0,3.8,5.3,51.0,-5.0,-195.50000095367432,-680.8000040054321,9,1,114,True,0.1305536928242093,45.86195643197033,1,HILLSIDE,34.66838315364194,-118.35684158108417,2009-09-25,0.3209736591627172
310.3,12.9,4.8,3.5,0.0,10.1,95.0,4.0,5.4,225.0,-10.1,-273.70000076293945,-714.7000026702881,7,1,111,False,0.005499403771949273,4.698301349943636,1,GOLF,34.729463985623,-118.2851243913796,2009-07-11,0.2869298197113011
311.0,16.0,2.5,3.37,0.0,7.5,76.0,6.5,8.4,189.0,-7.5,-220.6000018119812,-562.4000028371811,7,3,98,False,0.08925302670328007,30.982955327437402,1,SLOAN,34.49708296776038,-118.64067267104554,2009-07-17,0.28292562993680886
312.4,16.7,3.2,3.55,0.0,8.7,81.0,5.6,7.6,172.0,-8.7,-226.0999994277954,-567.900000333786,7,3,100,False,0.052392345934407815,336.70337686972766,1,CANYON,34.53772986113091,-118.65717946515187,2009-07-19,0.2791920300157978
301.1,33.5,2.8,1.41,0.0,6.2,51.0,10.4,12.7,193.0,-6.2,-157.39999961853027,-445.6000003814697,7,3,33,False,0.09688024353747716,337.8758774913769,1,MT ST MARYS,34.09040880565557,-118.47982484660133,2009-07-08,0.4950332793618195
300.1,21.8,4.9,1.54,1.4,6.7,44.0,11.3,10.3,194.0,-5.2999997,-180.59999895095825,-435.4999990463257,6,12,0,False,0.19995311841332228,296.8615424935747,1,TERREBONNE,34.14203711069126,-117.78368612508773,2009-06-03,0.4664820650027642
306.9,18.0,3.6,2.31,0.0,7.8,73.0,6.5,8.9,234.0,-7.8,-198.5,-514.3999978303909,7,3,39,False,0.09647399337655894,235.26221128388755,1,MARSHALL,34.147263978042446,-117.74447847447004,2009-07-12,0.49070157792874636
301.6,25.5,2.9,1.33,0.0,5.7,61.0,9.3,10.4,157.0,-5.7,-165.19999957084656,-292.09999680519104,5,12,48,False,0.021178164929377775,88.52748161372125,1,EE RANCH,34.137691093245145,-118.58547206318305,2009-05-09,0.5140735980246913
305.7,23.1,2.9,2.05,0.0,5.8,66.0,9.0,9.4,151.0,-5.8,-189.40000009536743,-533.9999992847443,8,1,78,False,0.035186027144850605,37.915201959527245,1,ROMDELL,34.14839165125261,-118.69436321793653,2009-08-22,0.31092657515307126
305.9,25.3,2.9,2.1,0.0,7.0,59.0,8.8,11.2,176.0,-7.0,-176.10000133514404,-474.800000667572,7,2,39,False,0.0389335836025416,133.20641161011125,1,PARK,34.09967686821157,-118.71555429112185,2009-07-14,0.4574027585798347
293.7,10.7,7.0,1.58,0.0,6.6,82.0,6.1,7.4,41.0,-6.6,-146.29999887943268,-550.4000002145767,10,1,9,False,0.14260594773436844,286.20958001830877,1,SESNON,34.30767748377851,-118.60457580841481,2008-10-13,0.3693626772524392
306.7,26.3,3.3,1.89,0.0,6.4,64.0,9.5,9.7,160.0,-6.4,-195.69999933242798,-592.7999997138977,8,1,94,False,0.01885722062174422,78.34575534336149,1,LOST,34.130621188237406,-118.71480807516,2008-08-26,0.37465313993443666
305.9,16.4,2.1,2.68,0.0,6.6,64.0,8.6,10.5,60.0,-6.6,-159.39999961853027,-349.40000092983246,5,14,47,True,0.0569760001473236,35.80593269139872,1,STORRS,34.04354446854801,-117.78268829039791,2008-05-16,0.3282699802488643
312.4,7.3,3.1,4.1,0.0,7.7,94.0,4.9,5.4,235.0,-7.7,-252.10000085830688,-810.7000007629395,9,3,54,False,0.011722357997967024,62.10567510392749,1,D,34.77901616784675,-118.47513106975865,2008-09-06,0.22358546431251716
303.4,27.4,2.1,1.79,0.0,4.5,67.0,8.5,9.0,199.0,-4.5,-142.7000002861023,-489.00000047683716,9,0,120,False,0.05991977991705184,271.03996140130494,1,KANAN,34.06605592524745,-118.80312690692666,2008-09-27,0.5812031835058065
304.2,33.0,2.7,1.68,0.0,5.9,61.0,9.6,9.9,175.0,-5.9,-177.90000009536743,-531.0000009536743,8,3,94,False,0.07905608752497939,277.50762174190356,1,TOPANGA,34.04790967827426,-118.5804807900372,2008-08-26,0.6109650526615428
298.7,34.3,2.4,1.3,0.0,5.4,61.0,10.2,9.4,195.0,-5.4,-159.29999995231628,-440.7000004053116,6,7,11,False,0.027086842573507207,239.85449218079623,1,TRIUNFO,34.12105205344393,-118.79060948342176,2008-06-04,0.47236143486245785
296.3,22.7,1.9,1.26,0.0,4.9,72.0,7.4,8.1,250.0,-4.9,-151.1999990940094,-290.4999985694885,5,19,29,False,0.10442327235661798,97.18360861434668,1,WESTLAKE,34.11609576780894,-118.85407014517104,2008-05-01,0.599715132007662
287.6,12.8,4.6,1.02,0.0,3.6,57.0,6.0,13.5,28.0,-3.6,83.7000025510788,-33.69999718666077,1,22,10,False,0.0834367522351782,338.794549090642,1,MULHOLLAND,34.09747704688876,-118.86284559291538,2008-01-17,0.5614525411681084
293.8,8.7,13.6,1.54,0.0,8.3,74.0,7.7,8.8,45.0,-8.3,-105.29999899864197,-520.9000010490417,10,3,8,True,0.09860928537045534,236.71488899608897,1,BUCKWEED,34.50918252011029,-118.44010144290156,2007-10-21,0.29734735179114485
293.0,46.1,3.7,0.79,0.0,4.9,49.0,10.9,12.5,293.0,-4.9,-123.1000006198883,-320.59999895095825,5,12,18,False,0.15421350588137922,66.94074843932847,1,ISLAND,33.35980397443656,-118.36458143103069,2007-05-10,0.4180241932935739
294.5,21.4,3.9,1.44,0.0,3.9,65.0,8.8,9.7,83.0,-3.9,-60.999999046325684,-316.2999997138977,11,6,8,False,0.12207207207207207,270.0,1,CORRAL,34.0555198260137,-118.74804047955308,2007-11-24,0.2707834419559979
298.9,8.0,9.8,2.17,0.0,9.2,73.0,6.3,9.6,48.0,-9.2,-129.70000052452087,-518.6999995708466,10,4,9,True,0.04586238813852724,136.56550274095895,1,MAGIC,34.40507227103999,-118.61964058272517,2007-10-22,0.2515551333952093
298.8,16.7,2.9,1.55,0.0,6.2,80.0,6.4,7.5,313.0,-6.2,-159.90000009536743,-365.2000023126602,5,16,26,False,0.05922090834204116,311.80525674560795,1,GORMAN,34.75887112001486,-118.81255466251673,2007-05-19,0.23493340310414287
309.6,21.2,2.7,3.14,0.5,6.6,86.0,6.2,5.6,193.0,-6.1,-211.09999895095825,-649.3000020980835,9,1,41,False,0.12940000685266306,59.29685317803003,1,NORTH,34.41695424947728,-118.24963871316815,2007-09-02,0.26065634342357274
302.0,16.7,2.8,2.2,0.0,6.7,63.0,7.5,10.9,214.0,-6.7,-121.89999961853027,-303.0999994277954,5,12,18,False,0.07597174748743564,14.770912848407137,1,GRIFFITH PARK,34.127002178534774,-118.28848994522599,2007-05-08,0.46705426698003283
311.2,10.5,3.4,3.54,0.0,9.0,91.0,4.7,6.0,192.0,-9.0,-232.60000038146973,-575.4999996423721,7,6,76,False,0.04111832975976581,254.5876574873281,1,CANYON,34.47080173746864,-118.33044922462231,2007-07-07,0.21885771941948862
313.9,6.1,5.0,4.59,0.0,11.4,106.0,3.0,3.8,233.0,-11.4,-306.6000003814697,-752.9000017642975,7,3,89,False,0.0044106309462691754,5.861743421167703,1,WEST,34.782721430867,-118.31718917643659,2007-07-07,0.14399643773942572
297.9,17.8,2.5,1.52,0.0,4.7,63.0,9.1,10.5,237.0,-4.7,-123.50000059604645,-254.69999980926514,3,14,10,False,0.08610930244800524,137.15251551849084,1,BARHAM,34.140822845374636,-118.3327848754438,2007-03-30,0.4164446278706975
310.8,20.7,2.4,3.5,0.8,6.6,67.0,6.1,5.6,216.0,-5.7999997,-237.7000002861023,-742.5000014305115,9,0,120,False,0.09724273910319367,84.82816104615394,1,FAIRMONT,34.69438365616206,-118.42268544895471,2007-09-01,0.2977258758936683
308.7,11.9,3.0,3.26,0.0,6.9,90.0,5.8,5.6,224.0,-6.9,-232.39999914169312,-746.9000015258789,9,1,10,False,0.07296632563609258,55.81583112925324,1,EMMA,34.50614606154251,-118.06329599166094,2007-09-11,0.1895057552535946
306.9,26.6,2.3,2.13,0.0,6.3,60.0,9.4,10.6,189.0,-6.3,-186.30000019073486,-540.9000005722046,8,0,120,False,0.04409017548367282,183.51440203813274,1,SKYLINE,33.99344739015952,-118.00807715263504,2007-08-21,0.3466231483126988
310.9,9.5,3.8,3.76,0.0,8.8,94.0,5.1,5.3,215.0,-8.8,-248.2000002861023,-733.4000043869019,8,1,115,False,0.055142612703610795,304.40628669987655,1,PEARBLOSSOM,34.50994988591481,-118.11627952782008,2007-08-13,0.19530619421846623
287.4,21.3,7.6,0.7,0.0,4.7,70.0,8.6,8.5,14.0,-4.7,-149.599999666214,-343.10000014305115,4,9,3,False,0.09171240870269853,97.19121172047882,1,PEARBLOSSOM,34.51805887529085,-118.09316957271683,2007-04-12,0.17951155539758687
298.9,7.9,11.9,2.09,0.0,9.9,73.0,6.6,9.6,47.0,-9.9,-133.80000019073486,-507.1999990940094,10,3,9,True,0.05073350199369318,288.18991194118894,1,SOLEDAD,34.42915688250262,-118.41954464084189,2007-10-22,0.28885394869364284
304.1,7.1,6.6,2.9,0.0,8.6,77.0,5.0,9.2,56.0,-8.6,-134.90000009536743,-506.4999988079071,10,4,10,True,0.05244442911199122,72.43783134257212,1,MEADOW RIDGE,34.3617389123417,-118.51524103750872,2007-10-23,0.3681243083667384
296.1,7.8,9.4,1.93,0.0,8.2,72.0,7.1,9.4,52.0,-8.2,-96.89999890327454,-486.7999999523163,10,3,8,True,0.12271469124129478,275.8661868680713,1,SESNON,34.30535027727474,-118.5591985434626,2007-10-21,0.3516872869809049
296.3,7.7,11.5,1.81,0.0,8.7,69.0,7.7,9.9,47.0,-8.7,-107.29999923706055,-513.0999999046326,10,4,8,True,0.042065648459008814,177.54509354015264,1,OCTOBER,34.381644924296474,-118.49661933920233,2007-10-21,0.283203065376259
300.0,7.8,7.1,2.19,0.0,7.7,75.0,6.2,9.1,43.0,-7.7,-129.39999914169312,-518.8999993801117,10,5,3,False,0.08355081849606177,106.33011758853962,1,Y,34.461536040566465,-118.16179743678212,2007-10-23,0.2275015363349132
304.8,27.5,2.4,1.9,0.0,6.2,60.0,9.3,10.5,207.0,-6.2,-181.2999997138977,-515.8999996185303,8,1,116,False,0.0828031125104563,255.5402435467512,1,GRIFFITH PARK,34.118786672325115,-118.30535276248193,2007-08-14,0.34603536520348316
300.8,11.8,2.9,2.25,0.0,5.2,67.0,8.6,9.9,44.0,-5.2,-130.19999957084656,-525.6000010967255,10,2,15,False,0.04069827586843571,171.72730480291543,1,AGOURA 2,34.14215475640475,-118.69684391783828,2007-10-07,0.3327428622208177
304.6,25.5,2.3,1.88,0.0,6.4,59.0,10.2,10.6,182.0,-6.4,-171.7000002861023,-450.70000100135803,6,5,62,False,0.04661889683618131,331.1106252940467,1,AGOURA,34.138687808405386,-118.73074582291352,2007-06-21,0.35010756061922454
307.7,23.5,2.3,2.36,0.0,7.0,68.0,8.0,9.0,147.0,-7.0,-185.20000076293945,-474.29999899864197,7,2,74,False,0.025676292924604913,309.47416938545155,1,KANAN,34.11926906147464,-118.7879186266357,2007-07-03,0.4039080741662227
301.1,14.3,2.7,1.89,0.0,6.3,70.0,6.1,9.8,237.0,-6.3,-135.80000042915344,-333.3999991416931,5,10,19,False,0.05045045045045045,270.0,1,TRIUNFO,34.125449313056954,-118.78973456381993,2007-05-09,0.4828222601792978
295.6,43.1,2.1,0.9,0.0,4.9,57.0,10.8,10.1,207.0,-4.9,-156.10000038146973,-371.10000240802765,5,12,33,False,0.09886640522545906,231.17844074739932,1,LATIGO,34.052227017184876,-118.77445676998812,2007-05-23,0.6130295001678615
302.6,33.4,3.1,1.63,0.0,6.3,60.0,9.2,10.3,177.0,-6.3,-175.70000076293945,-498.5,8,1,107,False,0.1616975311605066,280.46276170441917,1,FLORES,34.067227052357715,-118.64445674338991,2007-08-05,0.5268842570836212
294.0,34.1,1.8,0.9,0.0,4.5,53.0,11.1,11.7,228.0,-4.5,-111.2000013589859,-239.4000005722046,4,14,6,False,0.11165090687670955,283.5163119829647,1,LATIGO CANYON,34.04849089706948,-118.77434561609253,2007-04-26,0.6225737767070807
300.6,14.0,2.9,2.16,0.0,4.4,71.0,8.2,8.8,73.0,-4.4,-115.89999961853027,-451.900000333786,11,4,21,True,0.07031838700474434,225.8449595982156,1,VIRGENES,34.14405426159052,-118.70271574569111,2007-11-03,0.30858664401825026
301.5,13.5,3.3,2.17,0.0,6.9,87.0,5.2,6.5,223.0,-6.9,-215.9000015258789,-622.1000020503998,8,4,22,False,0.05371347734036911,208.55562947859679,1,QUAIL,34.80553573805397,-118.8196292337652,2006-08-13,0.331916684766512
302.6,39.2,2.9,1.65,0.0,6.6,59.0,9.6,10.0,159.0,-6.6,-174.60000133514404,-426.7000012397766,7,11,61,False,0.11552808234023546,205.6450820666083,1,EMPIRE,33.41051741979228,-118.45274303759409,2006-07-22,0.35222138315099344
309.3,13.8,2.3,3.19,0.0,6.7,86.0,5.9,6.6,175.0,-6.7,-201.7999997138977,-646.7000021934509,8,2,98,False,0.02165237880989785,123.67981038297086,1,CROSS,34.37904345170685,-118.42741446590304,2006-08-28,0.4733890859185244
305.5,7.9,6.6,2.87,0.0,10.0,98.0,3.4,5.3,221.0,-10.0,-245.09999990463257,-749.5000019073486,8,2,34,False,0.009488524749047635,10.946523703621141,1,POPPY,34.71444430167934,-118.39201725113125,2006-08-25,0.24609661545752537
